observationid,region,year,month,quarter,type,averageprice,totalvolume,supplierid
6275,Jacksonville,2018,11,4,Organic,1.7,6745.67,C
9475,Sacramento,2017,1,1,Organic,2.02,6748.27,C
6440,Nashville,2018,12,4,Organic,1.64,6756.09,C
16789,Sacramento,2016,9,3,Organic,2.18,6758.91,A
10113,Sacramento,2017,4,2,Organic,2.29,6764.99,C
11860,Sacramento,2017,12,4,Organic,1.75,6765.28,C
5592,Nashville,2018,8,3,Organic,1.54,6771.98,C
15482,Buffalo/Rochester,2016,4,2,Organic,1.63,6772.32,A
419,Spokane,2019,3,1,Organic,1.57,6774.98,C
11887,Grand Rapids,2017,12,4,Organic,1.28,6777.66,C
17445,Charlotte,2016,12,4,Organic,1.62,6780.63,A
5401,Spokane,2018,7,3,Organic,1.63,6789.38,C
17151,Orlando,2016,11,4,Organic,1.53,6791.4,A
3884,Grand Rapids,2018,1,1,Organic,1.28,6792.67,C
16076,Harrisburg/Scranton,2016,6,2,Organic,1.9,6794.88,A
15790,St. Louis,2016,5,2,Organic,1.69,6797.21,A
14968,Las Vegas,2016,1,1,Organic,1.68,6797.74,A
10165,Roanoke,2017,4,2,Organic,1.87,6798.65,C
4579,Jacksonville,2018,4,2,Organic,1.94,6809.6,C
11806,Roanoke,2017,12,4,Organic,1.42,6811.91,C
17088,Las Vegas,2016,11,4,Organic,1.94,6815.62,A
15146,Sacramento,2016,2,1,Organic,2.04,6818.11,A
10431,Sacramento,2017,6,2,Organic,2.43,6820.7,C
4847,Louisville,2018,5,2,Organic,1.57,6825.98,C
15463,Roanoke,2016,4,2,Organic,1.31,6828.81,A
16872,Hartford/Springfield,2016,10,4,Organic,2.34,6836.11,A
17168,St. Louis,2016,11,4,Organic,1.49,6840.22,A
16765,Harrisburg/Scranton,2016,9,3,Organic,1.91,6840.51,A
11603,St. Louis,2017,11,4,Organic,1.77,6843.75,C
11754,Sacramento,2017,11,4,Organic,1.72,6851.13,C
11263,Nashville,2017,9,3,Organic,1.89,6852.14,C
11776,Cincinnati/Dayton,2017,12,4,Organic,1.72,6856.14,C
4395,St. Louis,2018,3,1,Organic,1.76,6858.14,C
9792,Raleigh/Greensboro,2017,3,1,Organic,1.9,6858.2,C
10861,St. Louis,2017,7,3,Organic,2.11,6858.93,C
275,Cincinnati/Dayton,2019,3,1,Organic,1.48,6859.64,C
3950,New Orleans/Mobile,2018,1,1,Organic,1.43,6860,C
16834,Philadelphia,2016,10,4,Organic,2.23,6865.93,A
9267,South Carolina,2017,1,1,Organic,1.67,6866.1,C
10999,New Orleans/Mobile,2017,8,3,Organic,1.35,6866.21,C
4079,Tampa,2018,1,1,Organic,1.52,6871.05,C
10680,Nashville,2017,7,3,Organic,1.49,6879,C
14881,Sacramento,2016,1,1,Organic,1.72,6880.85,A
11056,Orlando,2017,8,3,Organic,2.3,6882.52,C
10906,Sacramento,2017,8,3,Organic,1.99,6886.41,C
4077,St. Louis,2018,1,1,Organic,1.77,6887.8,C
17348,Harrisburg/Scranton,2016,12,4,Organic,1.91,6893.99,A
15781,Roanoke,2016,5,2,Organic,1.35,6897.54,A
10673,Indianapolis,2017,7,3,Organic,1.38,6897.96,C
5222,New Orleans/Mobile,2018,6,2,Organic,1.22,6898.12,C
15733,South Carolina,2016,5,2,Organic,1.55,6899.7,A
15588,Buffalo/Rochester,2016,4,2,Organic,1.55,6903.38,A
16630,Sacramento,2016,9,3,Organic,2.19,6913.79,A
5764,Roanoke,2018,9,3,Organic,1.78,6917.33,C
16577,Sacramento,2016,8,3,Organic,2.23,6918.81,A
15344,Nashville,2016,3,1,Organic,1.53,6926.91,A
14828,Sacramento,2016,1,1,Organic,1.68,6929.96,A
15726,Raleigh/Greensboro,2016,5,2,Organic,1.65,6930.97,A
15164,Buffalo/Rochester,2016,2,1,Organic,1.56,6934.94,A
9432,Tampa,2017,1,1,Organic,1.2,6939.71,C
80,Nashville,2019,3,1,Organic,1.24,6947.19,B
16091,Orlando,2016,6,2,Organic,1.64,6955.34,A
9708,Charlotte,2017,3,1,Organic,1.78,6959.35,C
598,Grand Rapids,2019,2,1,Organic,1.32,6960.77,C
15493,Harrisburg/Scranton,2016,4,2,Organic,1.83,6966,A
10422,Orlando,2017,6,2,Organic,2.1,6966.83,C
15266,Atlanta,2016,3,1,Organic,1.52,6967.87,A
16463,Philadelphia,2016,8,3,Organic,2.06,6968.81,A
9445,Columbus,2017,1,1,Organic,1.49,6971.41,C
15622,Roanoke,2016,4,2,Organic,1.4,6973.42,A
5030,Spokane,2018,5,2,Organic,1.7,6974.76,C
17418,Phoenix/Tucson,2016,12,4,Organic,1.83,6977.44,A
4502,Syracuse,2018,3,1,Organic,1.19,6981.22,C
11152,Las Vegas,2017,9,3,Organic,2.59,6984.87,C
14836,St. Louis,2016,1,1,Organic,1.42,6987.04,A
4082,Albany,2018,1,1,Organic,1.32,6987.56,C
4060,Orlando,2018,1,1,Organic,1.53,6993.97,C
10893,New Orleans/Mobile,2017,8,3,Organic,1.18,6994.5,C
10808,St. Louis,2017,7,3,Organic,2.22,6999.43,C
15415,South Carolina,2016,3,1,Organic,1.41,7001.06,A
16311,Roanoke,2016,7,3,Organic,1.51,7005.43,A
4289,St. Louis,2018,2,1,Organic,1.76,7007.39,C
16479,St. Louis,2016,8,3,Organic,1.97,7008.59,A
17312,Phoenix/Tucson,2016,12,4,Organic,1.96,7009.95,A
17318,Roanoke,2016,12,4,Organic,1.16,7012.95,A
16356,Orlando,2016,7,3,Organic,1.84,7013.82,A
15752,Columbus,2016,5,2,Organic,1.22,7017.73,A
17323,South Carolina,2016,12,4,Organic,1.69,7030.03,A
11913,Sacramento,2017,12,4,Organic,1.72,7034.37,C
16067,Charlotte,2016,6,2,Organic,1.59,7034.66,A
11576,Las Vegas,2017,11,4,Organic,1.83,7034.87,C
10080,Charlotte,2017,4,2,Organic,2.58,7040.71,C
10800,Sacramento,2017,7,3,Organic,1.97,7041.27,C
15949,St. Louis,2016,6,2,Organic,1.96,7048.29,A
10223,South Carolina,2017,5,2,Organic,1.8,7048.36,C
104,Tampa,2019,3,1,Organic,1.2,7050.33,B
15853,Buffalo/Rochester,2016,5,2,Organic,1.64,7055.5,A
16803,Atlanta,2016,10,4,Organic,2.29,7057.34,A
16320,St. Louis,2016,7,3,Organic,1.69,7057.4,A
10537,Sacramento,2017,6,2,Organic,2.48,7058.35,C
10398,Charlotte,2017,6,2,Organic,2.47,7061.26,C
17270,South Carolina,2016,11,4,Organic,1.77,7063.85,A
10099,Nashville,2017,4,2,Organic,1.43,7063.97,C
16152,Roanoke,2016,7,3,Organic,1.52,7064.25,A
10528,Orlando,2017,6,2,Organic,2.15,7071.15,C
11368,Midsouth,2017,10,4,Organic,2.17,7071.72,C
10170,South Carolina,2017,4,2,Organic,1.87,7072.22,C
11551,Syracuse,2017,10,4,Organic,1.35,7073.65,C
3954,Orlando,2018,1,1,Organic,1.56,7074.23,C
5085,Syracuse,2018,6,2,Organic,1.2,7074.75,C
16024,Hartford/Springfield,2016,6,2,Organic,2.31,7083.46,A
11839,Indianapolis,2017,12,4,Organic,1.42,7090.03,C
11936,Columbus,2017,12,4,Organic,1.54,7093.59,C
16736,Sacramento,2016,9,3,Organic,2.17,7095.5,A
3896,Nashville,2018,1,1,Organic,1.52,7098.52,C
15362,South Carolina,2016,3,1,Organic,1.36,7098.91,A
10388,Tampa,2017,5,2,Organic,1.79,7101.2,C
4501,St. Louis,2018,3,1,Organic,1.8,7105.79,C
11035,Columbus,2017,8,3,Organic,1.87,7110.89,C
5348,Spokane,2018,7,3,Organic,1.65,7113.42,C
4308,Grand Rapids,2018,2,1,Organic,1.34,7115.37,C
16435,Boston,2016,8,3,Organic,1.23,7117.91,A
4003,New Orleans/Mobile,2018,1,1,Organic,1.42,7130.97,C
15478,Atlanta,2016,4,2,Organic,1.5,7130.98,A
11470,Las Vegas,2017,10,4,Organic,1.83,7131.28,C
17317,Richmond/Norfolk,2016,12,4,Organic,1.3,7132.62,A
17050,Portland,2016,10,4,Organic,2.55,7136.88,A
11523,Las Vegas,2017,10,4,Organic,1.93,7138.49,C
10263,Orlando,2017,5,2,Organic,2.06,7139.37,C
9695,St. Louis,2017,2,1,Organic,1.18,7139.65,C
9762,Charlotte,2017,3,1,Organic,1.86,7142.45,C
17243,Hartford/Springfield,2016,11,4,Organic,2.67,7148.3,A
11105,New Orleans/Mobile,2017,9,3,Organic,1.5,7148.98,C
4427,New Orleans/Mobile,2018,3,1,Organic,1.36,7149.27,C
11952,Nashville,2017,12,4,Organic,1.56,7151.34,C
11339,Syracuse,2017,10,4,Organic,2.14,7152.31,C
17339,Charlotte,2016,12,4,Organic,1.68,7154.49,A
15275,Columbus,2016,3,1,Organic,1.37,7157.22,A
16298,Nashville,2016,7,3,Organic,1.77,7162.2,A
6445,Orlando,2018,12,4,Organic,1.31,7163.92,C
10670,Harrisburg/Scranton,2017,7,3,Organic,2.23,7164.96,C
15304,Roanoke,2016,3,1,Organic,1.22,7169.41,A
15175,Harrisburg/Scranton,2016,2,1,Organic,1.83,7183.79,A
15882,Pittsburgh,2016,5,2,Organic,1.49,7189.09,A
721,Orlando,2019,2,1,Organic,1.17,7192.51,C
11065,Sacramento,2017,8,3,Organic,2.49,7197.78,C
10104,Orlando,2017,4,2,Organic,1.94,7206.63,C
15641,Buffalo/Rochester,2016,5,2,Organic,1.58,7208.06,A
9391,Cincinnati/Dayton,2017,1,1,Organic,1.58,7209.5,C
10333,St. Louis,2017,5,2,Organic,1.94,7221.48,C
16494,Columbus,2016,8,3,Organic,1.67,7223.46,A
16683,Sacramento,2016,9,3,Organic,2.19,7223.46,A
9230,Charlotte,2017,1,1,Organic,1.7,7225.07,C
15694,Buffalo/Rochester,2016,5,2,Organic,1.56,7228.12,A
15728,Roanoke,2016,5,2,Organic,1.36,7229.48,A
10133,Charlotte,2017,4,2,Organic,2.53,7230.2,C
16108,St. Louis,2016,6,2,Organic,1.74,7231.64,A
17406,Las Vegas,2016,12,4,Organic,1.42,7232.71,A
4026,Tampa,2018,1,1,Organic,1.53,7238.04,C
16116,Boise,2016,7,3,Organic,1.2,7238.95,A
10998,Nashville,2017,8,3,Organic,1.84,7240,C
10905,Roanoke,2017,8,3,Organic,1.81,7240.03,C
5605,Roanoke,2018,8,3,Organic,1.54,7243.62,C
4532,Nashville,2018,3,1,Organic,1.48,7250.69,C
10386,St. Louis,2017,5,2,Organic,1.9,7251.55,C
17183,Columbus,2016,11,4,Organic,1.31,7255.4,A
15879,Orlando,2016,5,2,Organic,1.47,7278.69,A
10292,Charlotte,2017,5,2,Organic,2.48,7285.09,C
209,Syracuse,2019,3,1,Organic,1.15,7285.61,C
527,Syracuse,2019,2,1,Organic,1.15,7288.3,C
4034,Buffalo/Rochester,2018,1,1,Organic,1.23,7288.58,C
4632,Jacksonville,2018,4,2,Organic,1.9,7296.13,C
210,Tampa,2019,3,1,Organic,1.17,7298.06,C
9401,Indianapolis,2017,1,1,Organic,0.84,7308.25,C
17115,St. Louis,2016,11,4,Organic,1.29,7312.47,A
16329,Boston,2016,7,3,Organic,1.14,7313.26,A
593,Cincinnati/Dayton,2019,2,1,Organic,1.64,7314.61,C
15016,Harrisburg/Scranton,2016,2,1,Organic,1.91,7315.19,A
9360,Orlando,2017,1,1,Organic,1.26,7323.72,C
16819,Hartford/Springfield,2016,10,4,Organic,2.33,7328.91,A
14751,Harrisburg/Scranton,2016,1,1,Organic,1.58,7329.14,A
9436,Atlanta,2017,1,1,Organic,1.53,7330.86,C
398,Nashville,2019,3,1,Organic,1.56,7334.14,C
11329,Roanoke,2017,10,4,Organic,1.86,7334.65,C
15468,South Carolina,2016,4,2,Organic,1.37,7335.37,A
6438,Miami/Ft. Lauderdale,2018,12,4,Organic,1.37,7339.31,C
11542,Sacramento,2017,10,4,Organic,1.86,7341.92,C
16129,Harrisburg/Scranton,2016,7,3,Organic,1.81,7342.95,A
11276,Roanoke,2017,9,3,Organic,1.89,7344.32,C
16041,Pittsburgh,2016,6,2,Organic,1.43,7345.74,A
16312,Sacramento,2016,7,3,Organic,2.15,7348.62,A
11528,Nashville,2017,10,4,Organic,1.76,7350.15,C
15334,Harrisburg/Scranton,2016,3,1,Organic,1.51,7351.07,A
16077,Hartford/Springfield,2016,6,2,Organic,2.32,7355.55,A
14934,Sacramento,2016,1,1,Organic,1.73,7361.79,A
4185,Tampa,2018,2,1,Organic,1.32,7363.56,C
11141,Columbus,2017,9,3,Organic,2.13,7365.42,C
9292,Harrisburg/Scranton,2017,1,1,Organic,1.95,7366.35,C
9522,Pittsburgh,2017,2,1,Organic,1.4,7367.61,C
11976,Tampa,2017,12,4,Organic,1.64,7369.95,C
3973,Tampa,2018,1,1,Organic,1.51,7370.53,C
15514,Raleigh/Greensboro,2016,4,2,Organic,1.33,7370.7,A
4304,Columbus,2018,2,1,Organic,1.57,7371.84,C
5745,Jacksonville,2018,9,3,Organic,1.39,7374.08,C
6464,Tampa,2018,12,4,Organic,1.29,7374.15,C
6435,Las Vegas,2018,12,4,Organic,1.72,7377.26,C
10083,Columbus,2017,4,2,Organic,1.63,7379.24,C
615,Orlando,2019,2,1,Organic,1.16,7393.25,C
15305,Sacramento,2016,3,1,Organic,2.04,7402.74,A
17044,Northern New England,2016,10,4,Organic,1.65,7404.92,A
17429,South Carolina,2016,12,4,Organic,1.5,7408.4,A
16047,Sacramento,2016,6,2,Organic,2.13,7417.31,A
4145,Columbus,2018,2,1,Organic,1.47,7422.15,C
10580,Orlando,2017,6,2,Organic,2.18,7422.56,C
16365,Sacramento,2016,7,3,Organic,2.19,7426.56,A
11444,St. Louis,2017,10,4,Organic,2.14,7426.84,C
16357,Philadelphia,2016,7,3,Organic,2.2,7431.86,A
15319,Atlanta,2016,3,1,Organic,1.44,7435.68,A
10568,Indianapolis,2017,6,2,Organic,1.34,7437.23,C
17415,Northern New England,2016,12,4,Organic,1.95,7450.03,A
15328,Columbus,2016,3,1,Organic,1.23,7457.89,A
5590,Miami/Ft. Lauderdale,2018,8,3,Organic,1.27,7459.77,C
15759,Hartford/Springfield,2016,5,2,Organic,2.34,7461.06,A
16606,Harrisburg/Scranton,2016,9,3,Organic,1.85,7464.59,A
6423,Cincinnati/Dayton,2018,12,4,Organic,1.59,7465.61,C
4374,New Orleans/Mobile,2018,3,1,Organic,1.39,7466.34,C
16500,Harrisburg/Scranton,2016,8,3,Organic,1.56,7470.66,A
6029,Roanoke,2018,10,4,Organic,1.7,7475.09,C
5961,Miami/Ft. Lauderdale,2018,9,3,Organic,1.37,7477.96,C
4260,Indianapolis,2018,2,1,Organic,1.34,7478.79,C
11565,Columbus,2017,11,4,Organic,1.67,7478.89,C
9945,Orlando,2017,4,2,Organic,1.8,7480.22,C
11733,Indianapolis,2017,11,4,Organic,1.44,7481.64,C
9383,Atlanta,2017,1,1,Organic,1.62,7484.99,C
17392,Charlotte,2016,12,4,Organic,1.59,7485.47,A
16471,Sacramento,2016,8,3,Organic,1.96,7490.34,A
11391,St. Louis,2017,10,4,Organic,1.32,7491.15,C
4050,Las Vegas,2018,1,1,Organic,1.91,7491.53,C
16289,Hartford/Springfield,2016,7,3,Organic,2.3,7492.17,A
16151,Richmond/Norfolk,2016,7,3,Organic,1.44,7492.18,A
3947,Miami/Ft. Lauderdale,2018,1,1,Organic,1.47,7496.04,C
17207,Pittsburgh,2016,11,4,Organic,1.53,7498.33,A
10986,Grand Rapids,2017,8,3,Organic,1.13,7502.05,C
805,Cincinnati/Dayton,2019,2,1,Organic,1.57,7504.55,C
15858,Columbus,2016,5,2,Organic,1.39,7507.51,A
4901,Miami/Ft. Lauderdale,2018,5,2,Organic,1.44,7507.77,C
10218,Roanoke,2017,5,2,Organic,1.72,7509.16,C
6092,Syracuse,2018,10,4,Organic,1.19,7509.3,C
10335,Tampa,2017,5,2,Organic,1.76,7514.33,C
11670,Cincinnati/Dayton,2017,11,4,Organic,1.66,7514.34,C
17349,Hartford/Springfield,2016,12,4,Organic,2.54,7514.4,A
4280,Roanoke,2018,2,1,Organic,1.49,7517.03,C
11666,Buffalo/Rochester,2017,11,4,Organic,1.42,7519.34,C
10929,Columbus,2017,8,3,Organic,1.73,7525.56,C
9421,Roanoke,2017,1,1,Organic,1.16,7525.89,C
9379,Tampa,2017,1,1,Organic,1.21,7526.04,C
10112,Roanoke,2017,4,2,Organic,1.58,7527.14,C
17158,Richmond/Norfolk,2016,11,4,Organic,1.61,7529.46,A
10933,Grand Rapids,2017,8,3,Organic,1.18,7534.9,C
15017,Hartford/Springfield,2016,2,1,Organic,2.32,7536.3,A
10213,Pittsburgh,2017,5,2,Organic,1.51,7538.29,C
11894,Las Vegas,2017,12,4,Organic,1.94,7541.05,C
10147,Las Vegas,2017,4,2,Organic,1.98,7545.18,C
11422,Nashville,2017,10,4,Organic,1.96,7545.78,C
9236,Detroit,2017,1,1,Organic,1.77,7545.82,C
11193,Cincinnati/Dayton,2017,9,3,Organic,2.03,7548.1,C
16123,Columbus,2016,7,3,Organic,1.02,7549.2,A
14756,Las Vegas,2016,1,1,Organic,1.69,7552.52,A
10536,Roanoke,2017,6,2,Organic,1.61,7557.29,C
4053,Miami/Ft. Lauderdale,2018,1,1,Organic,1.46,7557.32,C
10982,Columbus,2017,8,3,Organic,1.8,7563.59,C
11267,Northern New England,2017,9,3,Organic,2.31,7564.56,C
16012,Buffalo/Rochester,2016,6,2,Organic,1.72,7564.6,A
16674,Orlando,2016,9,3,Organic,1.47,7565.44,A
4241,Albany,2018,2,1,Organic,1.43,7566.17,C
6122,Nashville,2018,10,4,Organic,1.54,7568.23,C
17015,Atlanta,2016,10,4,Organic,2.25,7568.41,A
16182,Harrisburg/Scranton,2016,7,3,Organic,1.88,7574.45,A
11772,Buffalo/Rochester,2017,12,4,Organic,1.18,7575.49,C
10324,Roanoke,2017,5,2,Organic,1.59,7576.78,C
10876,Columbus,2017,8,3,Organic,1.72,7587.69,C
16730,Pittsburgh,2016,9,3,Organic,1.51,7587.7,A
15411,Sacramento,2016,3,1,Organic,2.07,7588.03,A
15093,Sacramento,2016,2,1,Organic,1.98,7588.38,A
9377,St. Louis,2017,1,1,Organic,1.45,7588.47,C
15994,Sacramento,2016,6,2,Organic,2.11,7608.58,A
10184,Buffalo/Rochester,2017,5,2,Organic,2.19,7609.96,C
4357,Columbus,2018,3,1,Organic,1.48,7617.52,C
5434,New Orleans/Mobile,2018,7,3,Organic,1.05,7617.9,C
4002,Nashville,2018,1,1,Organic,1.58,7618.85,C
421,Syracuse,2019,3,1,Organic,1.14,7624.23,C
14739,Boston,2016,1,1,Organic,1.26,7629.12,A
4122,Sacramento,2018,1,1,Organic,1.99,7631.73,C
11052,New Orleans/Mobile,2017,8,3,Organic,1.5,7632.07,C
17316,Raleigh/Greensboro,2016,12,4,Organic,2.01,7632.36,A
11586,Orlando,2017,11,4,Organic,2.01,7634.15,C
9738,Raleigh/Greensboro,2017,3,1,Organic,1.54,7644.87,C
15825,Northern New England,2016,5,2,Organic,1.26,7645.75,A
10719,Denver,2017,7,3,Organic,1.83,7653.26,C
11130,West Tex/New Mexico,2017,9,3,Organic,2.39,7657.47,C
4255,Grand Rapids,2018,2,1,Organic,1.29,7658.93,C
16664,Las Vegas,2016,9,3,Organic,2.2,7662.66,A
739,Syracuse,2019,2,1,Organic,1.06,7663.01,C
4092,Columbus,2018,1,1,Organic,1.43,7669.31,C
6197,St. Louis,2018,10,4,Organic,1.63,7675.46,C
509,Orlando,2019,2,1,Organic,1.14,7677.09,C
17369,Raleigh/Greensboro,2016,12,4,Organic,1.63,7685.91,A
15358,Sacramento,2016,3,1,Organic,1.96,7688.54,A
17376,South Carolina,2016,12,4,Organic,1.49,7688.78,A
4132,Tampa,2018,1,1,Organic,1.61,7695.89,C
16441,Columbus,2016,8,3,Organic,1.54,7697.63,A
11188,Boston,2017,9,3,Organic,1.47,7698.45,C
3949,Nashville,2018,1,1,Organic,1.57,7700.96,C
9880,Indianapolis,2017,3,1,Organic,1.02,7706.59,C
9353,Miami/Ft. Lauderdale,2017,1,1,Organic,1.19,7707.31,C
9778,Louisville,2017,3,1,Organic,0.65,7708.22,C
9528,Sacramento,2017,2,1,Organic,1.6,7712.27,C
16259,Sacramento,2016,7,3,Organic,2.14,7715.38,A
10993,Las Vegas,2017,8,3,Organic,2.43,7716.25,C
6158,Cincinnati/Dayton,2018,10,4,Organic,1.56,7718.16,C
15021,Las Vegas,2016,2,1,Organic,1.41,7720.32,A
11671,Columbus,2017,11,4,Organic,1.47,7723.38,C
11516,Grand Rapids,2017,10,4,Organic,1.32,7724.84,C
11701,Sacramento,2017,11,4,Organic,1.69,7725.77,C
9986,Indianapolis,2017,4,2,Organic,1.06,7728.45,C
4236,St. Louis,2018,2,1,Organic,1.75,7732.34,C
16793,South Carolina,2016,9,3,Organic,1.81,7733.79,A
17099,Philadelphia,2016,11,4,Organic,2.32,7734.59,A
11724,Columbus,2017,11,4,Organic,1.54,7737.55,C
15313,St. Louis,2016,3,1,Organic,1.1,7739.62,A
9256,Phoenix/Tucson,2017,1,1,Organic,1.88,7740.98,C
11574,Indianapolis,2017,11,4,Organic,1.48,7741.56,C
1269,Syracuse,2019,1,1,Organic,1.15,7747.16,C
5613,Spokane,2018,8,3,Organic,1.81,7751.16,C
14792,Boston,2016,1,1,Organic,1.32,7751.94,A
5904,Jacksonville,2018,9,3,Organic,1.68,7753.1,C
170,Columbus,2019,3,1,Organic,1.36,7753.47,C
11682,Las Vegas,2017,11,4,Organic,1.95,7753.84,C
17227,Atlanta,2016,11,4,Organic,1.41,7754.46,A
10064,South Carolina,2017,4,2,Organic,1.69,7761.81,C
4166,Orlando,2018,2,1,Organic,1.36,7764.86,C
315,Syracuse,2019,3,1,Organic,1.16,7768.83,C
806,Columbus,2019,2,1,Organic,1.42,7770.24,C
11328,Richmond/Norfolk,2017,10,4,Organic,1.83,7771.43,C
10755,St. Louis,2017,7,3,Organic,2.22,7773.43,C
4961,Orlando,2018,5,2,Organic,1.29,7773.65,C
17366,Pittsburgh,2016,12,4,Organic,1.52,7774.07,A
11940,Grand Rapids,2017,12,4,Organic,1.3,7774.3,C
11308,Houston,2017,10,4,Organic,1.68,7780.31,C
17472,Pittsburgh,2016,12,4,Organic,1.48,7784,A
10852,Roanoke,2017,7,3,Organic,1.59,7786.03,C
4321,New Orleans/Mobile,2018,2,1,Organic,1.35,7788.21,C
9771,Harrisburg/Scranton,2017,3,1,Organic,2.21,7789.5,C
952,Tampa,2019,1,1,Organic,1.39,7795.49,C
10928,Cincinnati/Dayton,2017,8,3,Organic,1.97,7797.08,C
4215,New Orleans/Mobile,2018,2,1,Organic,1.36,7801.52,C
4228,Sacramento,2018,2,1,Organic,1.87,7802.04,C
11859,Roanoke,2017,12,4,Organic,1.47,7802.12,C
11275,Richmond/Norfolk,2017,9,3,Organic,2.08,7802.86,C
11382,Roanoke,2017,10,4,Organic,1.84,7804.28,C
4251,Columbus,2018,2,1,Organic,1.44,7807.21,C
5455,St. Louis,2018,7,3,Organic,1.79,7810,C
9905,South Carolina,2017,3,1,Organic,1.7,7812.03,C
16997,Portland,2016,10,4,Organic,2.1,7817.32,A
14910,Harrisburg/Scranton,2016,1,1,Organic,1.79,7830.1,A
5192,Tampa,2018,6,2,Organic,1.25,7831.36,C
15747,Buffalo/Rochester,2016,5,2,Organic,1.46,7832.2,A
16727,Orlando,2016,9,3,Organic,1.4,7833.25,A
4063,Pittsburgh,2018,1,1,Organic,1.47,7834.07,C
314,St. Louis,2019,3,1,Organic,1.83,7846.24,C
11222,Richmond/Norfolk,2017,9,3,Organic,1.9,7847.81,C
9448,Detroit,2017,1,1,Organic,1.54,7850.52,C
6402,San Diego,2018,11,4,Organic,2.19,7853.3,C
6067,Miami/Ft. Lauderdale,2018,10,4,Organic,1.34,7853.32,C
17154,Pittsburgh,2016,11,4,Organic,1.53,7864.22,A
845,Syracuse,2019,2,1,Organic,1.1,7867.92,C
15517,Sacramento,2016,4,2,Organic,2.05,7871.28,A
15970,Harrisburg/Scranton,2016,6,2,Organic,1.91,7873.7,A
16163,Tampa,2016,7,3,Organic,1.3,7873.96,A
9342,Detroit,2017,1,1,Organic,1.88,7875.36,C
17180,Charlotte,2016,11,4,Organic,1.95,7881.12,A
4106,Miami/Ft. Lauderdale,2018,1,1,Organic,1.43,7883.77,C
16729,Phoenix/Tucson,2016,9,3,Organic,2.13,7887.03,A
9818,Columbus,2017,3,1,Organic,1.5,7892.34,C
17258,Philadelphia,2016,11,4,Organic,2.18,7896.69,A
10086,Detroit,2017,4,2,Organic,1.79,7897.74,C
15918,Hartford/Springfield,2016,6,2,Organic,2.27,7906.25,A
1251,Orlando,2019,1,1,Organic,1.42,7906.98,C
17313,Pittsburgh,2016,12,4,Organic,1.53,7908.69,A
14775,Sacramento,2016,1,1,Organic,1.68,7911.16,A
9363,Pittsburgh,2017,1,1,Organic,1.47,7911.58,C
15397,Nashville,2016,3,1,Organic,1.46,7913.84,A
16750,Atlanta,2016,9,3,Organic,2.02,7914.63,A
9661,Grand Rapids,2017,2,1,Organic,1.57,7915.2,C
11668,Charlotte,2017,11,4,Organic,2.13,7918.52,C
11255,Houston,2017,9,3,Organic,1.75,7918.96,C
16418,Sacramento,2016,8,3,Organic,2.2,7923.11,A
16055,St. Louis,2016,6,2,Organic,1.83,7924.1,A
10276,South Carolina,2017,5,2,Organic,1.91,7927.37,C
9474,Roanoke,2017,1,1,Organic,1.18,7932.55,C
4068,Roanoke,2018,1,1,Organic,1.67,7935.53,C
16226,Charlotte,2016,7,3,Organic,1.58,7940.49,A
5629,Columbus,2018,8,3,Organic,1.7,7941.55,C
16258,Roanoke,2016,7,3,Organic,1.49,7945.23,A
6370,Cincinnati/Dayton,2018,11,4,Organic,1.64,7946.3,C
4424,Miami/Ft. Lauderdale,2018,3,1,Organic,1.35,7949.82,C
14736,Atlanta,2016,1,1,Organic,1.48,7953.26,A
10688,Pittsburgh,2017,7,3,Organic,1.58,7955.6,C
4980,Tampa,2018,5,2,Organic,1.24,7956.77,C
4000,Miami/Ft. Lauderdale,2018,1,1,Organic,1.44,7957.68,C
16304,Philadelphia,2016,7,3,Organic,2.07,7958.25,A
5826,St. Louis,2018,9,3,Organic,2.05,7958.28,C
11480,Orlando,2017,10,4,Organic,2.29,7965.85,C
14804,Harrisburg/Scranton,2016,1,1,Organic,1.32,7967.11,A
4342,St. Louis,2018,2,1,Organic,1.69,7970.31,C
10492,St. Louis,2017,6,2,Organic,2.05,7973.35,C
4688,Louisville,2018,4,2,Organic,1.25,7975.64,C
5691,Indianapolis,2018,8,3,Organic,1.43,7977.07,C
9847,Roanoke,2017,3,1,Organic,1.2,7983.96,C
16756,Charlotte,2016,9,3,Organic,1.8,7989.78,A
15199,Sacramento,2016,2,1,Organic,2.01,7998.27,A
10635,Pittsburgh,2017,7,3,Organic,1.58,8002.38,C
16934,Nashville,2016,10,4,Organic,1.05,8007.21,A
5244,Syracuse,2018,6,2,Organic,1.11,8019.42,C
11117,Roanoke,2017,9,3,Organic,2.27,8020.1,C
11145,Grand Rapids,2017,9,3,Organic,1.4,8021.16,C
17101,Pittsburgh,2016,11,4,Organic,1.53,8022.27,A
5643,Miami/Ft. Lauderdale,2018,8,3,Organic,1.25,8023.43,C
4533,New Orleans/Mobile,2018,3,1,Organic,1.36,8024.7,C
9473,Richmond/Norfolk,2017,1,1,Organic,1.32,8024.8,C
169,Cincinnati/Dayton,2019,3,1,Organic,1.58,8031.78,C
9642,St. Louis,2017,2,1,Organic,1.1,8031.89,C
11170,Roanoke,2017,9,3,Organic,2.19,8032.49,C
14748,Detroit,2016,1,1,Organic,1.57,8032.68,A
11171,Sacramento,2017,9,3,Organic,1.96,8035.15,C
